,as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator,overall_approval_rate
187,2017,7197000003,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,61.0,Preapproval was not requested,2,Application denied by financial institution,3,,,New York,NY,36.0,Clinton County,19.0,1003.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,49.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit application incomplete,7.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6507.0,7.710000038146973,62500.0,82.9000015258789,1994.0,2564.0,,0.7940541042938857
188,2017,0000817824,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,550.0,Not applicable,3,Application denied by financial institution,3,"Chicago, Naperville, Arlington Heights - IL",16974.0,Illinois,IL,17.0,Cook County,31.0,609.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,227.0,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4.0,Debt-to-income ratio,1.0,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6849.0,29.059999465942383,77500.0,120.29000091552734,1623.0,388.0,,0.7940541042938857
189,2017,43-0889809,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,231.0,Not applicable,3,Loan originated,1,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,St. Louis County,189.0,2158.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,48.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,8255.0,25.600000381469727,74300.0,131.0399932861328,2059.0,3503.0,,0.7940541042938857
190,2017,13-6131491,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,210.0,Not applicable,3,Application denied by financial institution,3,Philadelphia - PA,37964.0,Pennsylvania,PA,42.0,Philadelphia County,101.0,160.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,53.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6711.0,12.859999656677246,57400.0,92.76000213623048,1702.0,3063.0,,0.7940541042938857
191,2017,0000501105,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,225.0,Not applicable,3,Application denied by financial institution,3,Fresno - CA,23420.0,California,CA,6.0,Fresno County,19.0,41.0,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,61.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2817.0,63.7599983215332,50000.0,107.41000366210938,530.0,925.0,,0.7940541042938857
192,2017,84-1040263,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,105.0,Preapproval was not requested,2,Loan originated,1,St. George - UT,41100.0,Utah,UT,49.0,Washington County,53.0,2708.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6408.0,20.32999992370605,59000.0,87.9000015258789,1437.0,2666.0,,0.7940541042938857
193,2017,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,309.0,Not applicable,3,Loan purchased by the institution,6,"Ogden, Clearfield - UT",36260.0,Utah,UT,49.0,Davis County,11.0,1263.05,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,59.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,,2386.0,6.920000076293945,75000.0,121.12999725341795,644.0,720.0,,0.7940541042938857
194,2017,26-0595342,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,5.0,Preapproval was not requested,2,Application withdrawn by applicant,4,"Cincinnati - OH, KY, IN",17140.0,Kentucky,KY,21.0,Kenton County,117.0,637.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,71.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,,4197.0,0.3799999952316284,73600.0,93.41000366210938,1152.0,1719.0,,0.7940541042938857
195,2017,22-3039688,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,157.0,Not applicable,3,Loan originated,1,"Columbus - GA, AL",17980.0,Georgia,GA,13.0,Harris County,145.0,1201.98,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,79.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5180.0,37.970001220703125,53400.0,113.63999938964844,1510.0,2599.0,,0.7940541042938857
196,2017,27-1190043,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,142.0,Not applicable,3,Loan originated,1,Philadelphia - PA,37964.0,Pennsylvania,PA,42.0,Philadelphia County,101.0,160.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,113.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6711.0,12.859999656677246,57400.0,92.76000213623048,1702.0,3063.0,,0.7940541042938857
197,2017,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,133.0,Not applicable,3,Loan purchased by the institution,6,"Warren, Troy, Farmington Hills - MI",47664.0,Michigan,MI,26.0,Macomb County,99.0,2180.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Black or African American,3,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,43.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,,7618.0,26.56999969482422,79600.0,72.16000366210938,1565.0,2179.0,,0.7940541042938857
198,2017,0000480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,3542.0,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,New York County,61.0,21.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,1938.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6735.0,24.600000381469727,73700.0,346.989990234375,1311.0,61.0,,0.7940541042938857
199,2017,0000852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,83.0,Not applicable,3,Application denied by financial institution,3,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Douglas County,35.0,141.3,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,135.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit application incomplete,7.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,8360.0,15.359999656677246,83900.0,133.5800018310547,2364.0,2537.0,,0.7940541042938857
200,2017,0000112837,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,1400.0,Not applicable,3,Application approved but not accepted,2,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,New York County,61.0,21.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Male,1,535.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6735.0,24.600000381469727,73700.0,346.989990234375,1311.0,61.0,,0.7940541042938857
201,2017,56-2237729,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,267.0,Not applicable,3,File closed for incompleteness,5,Salt Lake City - UT,41620.0,Utah,UT,49.0,Salt Lake County,35.0,1049.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,131.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3301.0,21.6299991607666,75400.0,86.86000061035156,582.0,1349.0,,0.7940541042938857
202,2017,33-0419992,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,213.0,Not applicable,3,Loan originated,1,"Oakland, Hayward, Berkeley - CA",36084.0,California,CA,6.0,Alameda County,1.0,4097.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,40.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5431.0,97.80999755859376,97400.0,43.119998931884766,608.0,1393.0,,0.7940541042938857
203,2017,0000852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,294.0,Not applicable,3,Loan purchased by the institution,6,"Hilton Head Island, Bluffton, Beaufort - SC",25940.0,South Carolina,SC,45.0,Beaufort County,13.0,21.03,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,75.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,,3692.0,25.950000762939453,67600.0,114.2699966430664,1098.0,1554.0,,0.7940541042938857
204,2017,7197000003,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,105.0,Not applicable,3,Application withdrawn by applicant,4,,,Michigan,MI,26.0,Alpena County,7.0,2.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,37.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4272.0,2.789999961853028,55800.0,99.97000122070312,1609.0,2271.0,,0.7940541042938857
205,2017,7992700007,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,114.0,Not applicable,3,Loan originated,1,Boise City - ID,14260.0,Idaho,ID,16.0,Ada County,1.0,24.13,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,75.0,Private securitization,5,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,8953.0,16.299999237060547,64000.0,98.83999633789062,2003.0,2789.0,,0.7940541042938857
206,2017,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,124.0,Not applicable,3,Application denied by financial institution,3,"Chicago, Naperville, Arlington Heights - IL",16974.0,Illinois,IL,17.0,Cook County,31.0,7704.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4895.0,36.45000076293945,77500.0,88.61000061035156,1055.0,1112.0,,0.7940541042938857
207,2017,13-6131491,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,177.0,Not applicable,3,Loan originated,1,"Fayetteville, Springdale, Rogers - AR, MO",22220.0,Arkansas,AR,5.0,Washington County,143.0,105.07,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,48.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7408.0,20.799999237060547,64400.0,137.8000030517578,1547.0,2621.0,,0.7940541042938857
208,2017,0000480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,164.0,Not applicable,3,Application withdrawn by applicant,4,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,St. Louis County,189.0,2108.04,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Black or African American,3,,,,,,,,,Black or African American,3,,,,,,,,,Male,1,Female,2,55.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,9786.0,87.36000061035156,74300.0,100.75,2517.0,3325.0,,0.7940541042938857
209,2017,54-0259290,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,229.0,Not applicable,3,Loan purchased by the institution,6,Richmond - VA,40060.0,Virginia,VA,51.0,Chesterfield County,41.0,1010.1,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,62.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,,7970.0,15.40999984741211,78700.0,150.3699951171875,2506.0,2752.0,,0.7940541042938857
210,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,109.0,Preapproval was not requested,2,Application denied by financial institution,3,"Kansas City - MO, KS",28140.0,Kansas,KS,20.0,Wyandotte County,209.0,442.02,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,61.0,Loan was not originated or was not sold in calendar year covered by register,0,"Insufficient cash (downpayment, closing costs)",5.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3887.0,59.5099983215332,74600.0,81.47000122070312,1077.0,1468.0,,0.7940541042938857
